502,2.981550724,-0.429796435,0.146697785,-1.256366484,-0.101910217,-0.406228918,-0.026812206,-0.307357021,0.201399669,-0.4951335,-0.378732918,-0.274829316,0.10424103,0.025805811,0.042302776,-0.259394006,-0.51519399,0.250468878,0.054977179,-0.304456712,-0.141781439,-0.088087468,-0.231280895,0.044337138,-0.044054909,0.063172983,-0.31165576,-0.147949573,-0.018723719,-0.146234701,-0.073988475,0.156893399,-0.153773363,0.007579841,-0.191047029,-0.080143239,0.116220578,-0.261469405,-0.03465706,-0.043352071,-0.032728626,0.041441369,-0.121549067,-0.112957194,-0.142799691,-0.048180915,0.210712677,0.160943719,0.014755833,0.042665145,-0.138201431,-0.027921314,0.145041435,0.16324019,0.048545592,0.097813293,-0.079869215,0.094351174,0.022983466,-0.050452215,-0.218781286,0.229170078,-0.0474996,0.085820956
482,2.949924651,-0.989725971,-0.161182597,-0.00299482,0.101779133,-0.435988227,-0.79505075,0.308188242,0.027769747,0.060056854,0.256795341,-0.286141586,0.105910743,-0.429435988,-0.041208607,0.40938375,-0.055924988,0.069006093,0.037138344,-0.218161093,-0.009650304,-0.095334636,-0.038257791,-0.245067064,0.119720807,0.282230274,-0.069476972,0.19406047,0.184377294,-0.16714721,0.0783937,-0.116205581,-0.023108352,0.003150057,0.04963066,0.008024118,-0.095243717,0.010979919,-0.22594885,-0.193608981,-0.015067162,-0.070807352,-0.021975755,-0.194187811,0.06656414,0.085056246,0.000873168,-0.025564493,0.034383998,0.053366458,0.038275021,-0.080809006,-0.09988225,-0.169437556,-0.039387711,-0.011839562,-0.123166997,-0.030026509,0.017142443,-0.028781385,-0.15230045,0.032777856,-0.018921919,0.088915529
505,-2.955079167,0.171528358,-0.147838377,0.023784259,-0.179535994,0.48096573,0.075647819,-0.058442448,0.058635601,-0.271801561,-0.087805936,0.056495039,0.164990314,0.077589139,-0.035264554,0.084994868,-0.019845462,0.241475552,0.071524727,-0.131174749,0.018595494,0.075592359,0.101962332,0.086511103,-0.122408595,-0.001674096,-0.182195439,0.040962933,0.143480686,0.134688907,-0.135069812,-0.145796227,0.061663272,-0.087072453,0.062855691,0.174273508,0.040659808,-0.049277742,-0.034632364,-0.013901491,0.068016453,-0.135756134,-0.05531124,0.016687168,0.027865684,0.045049138,-0.100215192,0.035003784,0.046919727,0.02681503,-0.052371981,0.004929527,0.021603609,-0.016103547,-0.068346412,-0.038515812,0.055474816,0.114336917,-0.034469301,0.034274521,0.059701962,-0.059817524,0.054231591,0.022039323
485,-4.034158578,0.623340801,0.101829193,0.123077563,-0.490717757,0.263309841,0.240500648,0.380462071,-0.185310675,0.121960163,-0.260283354,-0.174910083,-0.162047513,0.173969673,0.082845029,0.101676945,-0.00710885,0.159641248,0.279362431,0.215273424,-0.008031167,-0.012060659,0.045849298,0.069211937,-0.062800202,0.037151214,-0.076586454,0.087428195,0.086460978,0.094067177,-0.138788111,0.125392651,0.043758237,0.089224539,-0.01309827,-0.152959391,0.015229352,-0.050914366,-0.004207328,-0.03198227,-0.035461116,-0.115346453,0.110534733,-0.065566973,0.098026394,0.058449344,0.023305542,-0.011120438,-0.08002995,0.069673645,-0.089743057,-0.046993958,0.019476395,-0.047227604,0.01205345,0.003927556,0.013550423,0.086161583,0.027810543,-0.032157931,-0.048376607,0.048608949,-0.090526546,-0.052870342
453,-2.385153105,0.246379635,0.102845098,0.115486015,-0.082731229,0.252714764,-0.289792323,0.070420668,-0.408129262,-0.124335458,-0.026856178,0.147239783,-0.007202042,0.375025911,0.109292042,0.074258483,-0.228679613,0.033407929,0.07049512,-0.139129086,0.147956539,0.097526265,0.010952081,-0.048979969,0.008204645,-0.097859201,-0.104592886,0.080221126,0.046150276,-0.002510567,-0.138362567,-0.069371926,0.084406792,0.156972092,0.043336468,0.12827047,0.020706869,-0.039238536,-0.021432038,-0.013090386,0.09773494,0.123628845,0.128208468,0.006128743,0.020316779,0.023376683,-0.134041374,0.009693122,-0.077167916,-0.034705127,0.027066623,0.014622892,-0.109224696,-0.046121912,0.069582862,0.081011341,0.01790459,-0.132258222,-0.045530251,0.013362133,0.034017973,0.067026202,-0.006333676,0.019718925
577,-3.383912122,0.239617292,0.757429614,0.619855618,-0.155625123,-0.334538903,0.078062754,0.107087819,-0.659303476,-0.11955181,0.03370565,-0.189940488,0.269456011,-0.147840945,-0.062021069,-0.333841,0.192876823,-0.06078259,0.131885218,0.191415155,0.005937711,-0.301761367,-0.19447505,-0.159994358,-0.087194878,-0.079364025,0.043782572,-0.086795042,-0.019568954,-0.036257729,-0.017749783,-0.055154587,0.01810583,0.121440644,0.04229385,0.008278601,0.070032667,-0.017880341,0.143999609,-0.001302586,-0.005659299,-0.047696172,-0.020167946,0.056601713,0.002619951,-0.000295046,-0.071121843,0.027528279,0.023399852,0.138931358,0.089836127,-0.012089471,-0.035479864,0.030616695,0.001031567,0.073688259,0.035443082,0.093565383,-0.040819245,-0.057065367,-0.031664783,-0.056792797,0.066942296,0.054715163
630,2.45062334,-1.275786568,0.7204947,-0.599427293,-0.059947165,0.260860372,0.530266122,-0.467008369,0.290342918,0.274577308,0.621978869,-0.15740995,0.439472752,0.30903172,0.117090913,0.276916868,0.178654929,-0.098967955,-0.066178906,0.327439324,-0.072987034,-0.04190729,0.220869611,0.147424505,0.048661859,-0.161176064,-0.08636903,-0.130776985,-0.179381195,0.115794014,0.222515035,-0.17608575,-0.00399883,0.296742222,-0.373751686,-0.021477923,0.095607318,0.08495651,-0.126075259,-0.213732551,-0.051624936,0.318180118,-0.124377893,0.017665317,-0.080534864,-0.157823403,-0.161057897,-0.069249529,-0.10736514,0.043046011,-0.039517794,0.024975017,-0.077525089,0.102696975,0.028707597,0.088739626,0.084650061,0.047661338,-0.102393171,0.042402801,-0.007220809,0.170362043,0.014831847,-0.003300081
561,5.833513632,3.028913092,-0.141596404,0.198321141,0.121525833,0.005773287,0.063049912,-0.022987046,-0.054666367,0.007906817,0.013860495,-0.005956768,0.016350627,0.017661401,0.009836223,0.01100282,0.00858113,0.003961398,0.00250655,0.010652711,-0.011171737,0.004063257,0.006143349,-0.003053046,-0.006717345,-0.00318821,0.009288292,0.007570652,0.008538288,0.007191952,0.003587935,-0.002731627,-0.002917218,-0.002222106,-0.005288442,-0.003385313,0.001749975,0.002768891,-0.000223083,0.007379889,0.001905226,-0.002346046,-0.000203004,0.004772196,-0.000258809,-0.00308898,0.000676633,-0.001408765,-0.000114548,0.002328051,-0.000790611,-0.002341158,-0.000951917,-0.000827746,-7.93E-05,0.000802321,0.001025711,0.000992278,0.001268122,0.000897025,0.000891296,-0.001250623,-0.000379088,0.001816396
710,-1.93872669,0.092663107,0.54567424,0.721917436,0.125018143,-0.4892849,-0.872246402,-0.400318103,-0.040898613,0.094078578,-0.257842459,-0.146386807,-0.046756876,0.246194296,-0.123832164,0.047389653,0.183163472,-0.085701183,0.317958818,-0.222152031,0.087443379,-0.030080215,0.035100871,0.070469437,0.028428342,-0.08562602,0.023342458,-0.059596404,0.059910817,0.005093314,0.247113508,0.025267849,0.151903437,0.094592701,0.189265716,0.100040212,0.0441035,0.031309401,0.069070925,-0.01828629,-0.050469281,0.077379689,0.004534128,0.069197339,-0.126227634,0.018565884,-0.049983627,0.029702483,0.032078126,-0.033301223,0.026529419,-0.006785315,0.010890757,0.052532558,-0.103944423,-0.041869891,0.010850822,0.021282357,-0.036985427,-0.044291093,-0.038026839,0.027983899,-0.00388246,0.164799246
678,2.888601158,-1.146368871,0.544430802,-0.691787328,-0.093236245,-0.179737366,0.345614299,0.530723816,0.592444289,-0.097603048,0.31990453,0.056767434,0.192072414,0.348391736,0.148321951,-0.115512693,0.054534805,-0.329785039,0.072750515,0.291016966,0.166759919,-0.277308986,0.067460507,0.024511338,-0.305260726,-0.151697009,0.013073164,-0.164723879,0.215069601,0.021971352,-0.156423307,0.272205116,-0.096201563,0.010914913,0.014579364,-0.126635294,-0.169991865,0.034646328,-0.132801763,0.059866876,-0.141628477,0.208760601,0.006388255,0.147107023,-0.062953042,0.003253729,0.06145398,-0.035409047,0.018436732,0.037800285,-0.116165637,-0.013151723,0.029237389,-0.052929888,-0.090508845,-0.15999108,0.019284347,-0.055539964,0.099164455,-0.066699175,0.121702298,0.018395522,0.083785168,0.031057262
